Catalyst ID,Formula,Bulk Material ID,Element,Adsorbate Smiles,Adsorbate IUPAC Formula,Adsorption Energy,h,k,l,Surface Shift
random1694552,Ag₁₆₂H₃(CO)₂,mp-989737,Ag,*COHCHOH,C2 H3 O2,-0.23,2,1,-1.0,0.019
random998644,Cu₄₈H₃C₂,mp-989695,Cu,*CCH3,C2 H3,-2.142,1,1,0.0,0.25
random1597234,Ag₅₄H₂CO,mp-989737,Ag,*OCH2CHOH,C2 H4 O2,-0.519,1,1,1.0,0.028
random729644,Pt₃₆N,mp-126,Pt,*N2,N2,0.288,2,1,0.0,0.083
random1439307,Cu₁₀₈C,mp-1120774,Cu,*C,C1,0.846,2,1,1.0,0.042
random522867,Ni₃₂HN₂O,mp-1014111,Ni,*NONH,N2 H1 O1,2.282,1,0,0.0,0.0
random603503,Ni₄₈H₄CN₂O,mp-10257,Ni,*OHNNCH3,C1 N2 H4 O1,-2.421,2,2,1.0,0.0
random944170,Ni₃₂HC,mp-10257,Ni,*CCH2,C2 H2,-3.218,2,0,1.0,0.0
random2295880,Ni₄₈HCO,mp-1056486,Ni,*COHCHO,C2 H2 O2,-1.811,1,1,0.0,0.125
random1532792,Ni₉₆H₃(CO)₂,mp-1056486,Ni,*CHOCHOH,C2 H3 O2,-2.182,1,1,0.0,0.125
random1294356,Ag₈₁H₃(CO)₂,mp-989737,Ag,*COHCHOH,C2 H3 O2,-0.243,1,0,2.0,0.056
random436227,Cu₅₄H₄C,mp-1010136,Cu,*CH4,C1 H4,-2.801,0,0,1.0,0.25
random962084,Cu₈₀N,mp-1010136,Cu,*N,N1,1.192,2,2,1.0,0.05
random552895,H₄Au₉₆C₂O,mp-81,Au,*CHCH2OH,C2 H4 O1,-1.031,2,1,1.0,0.062
random1343915,Ag₄₈H₄C,mp-124,Ag,*CH4,C1 H4,-2.826,1,1,0.0,0.125
random1702149,H₂Au₃₆CO,mp-1008634,Au,*CH2*O,C1 H2 O1,-0.419,0,0,1.0,0.0
random759712,Ni₂₄NO₂,mp-1094136,Ni,*NO2,N1 O2,2.396,2,-1,2.0,0.25
random482999,HPt₃₆CO,mp-126,Pt,*COCH2O,C2 H2 O2,-1.977,2,1,0.0,0.083
random1096113,Cu₆₄HCO,mp-30,Cu,*CHO,C1 H1 O1,0.05,1,0,0.0,0.25
random1584529,H₃Au₇₂C₂O,mp-1008634,Au,*CCH2OH,C2 H3 O1,-0.783,2,1,2.0,0.0
random2066034,Ni₃₂H₄CN,mp-1056486,Ni,*NH2N(CH3)2,C2 N2 H8,-4.06,1,0,0.0,0.25
random59447,H₂Pt₃₆C,mp-126,Pt,*CH2,C1 H2,-0.998,1,0,0.0,0.25
random1403258,H₂Au₇₂N₂O,mp-1008634,Au,*ONNH2,N2 H2 O1,2.437,2,1,0.0,0.0
random2210339,Ni₃₂H₄C₂O,mp-1014111,Ni,*COHCH3,C2 H4 O1,-3.674,1,0,0.0,0.0
random1943472,H₃Pt₆₀NO,mp-126,Pt,*OHNH2,N1 H3 O1,1.294,2,2,1.0,0.05
random1582522,H₄Au₉₆C₂O,mp-81,Au,*CHOHCH2,C2 H4 O1,-2.492,2,1,1.0,0.062
random1277377,Ag₁₀₈H₄CN₂O,mp-989737,Ag,*OHNNCH3,C1 N2 H4 O1,0.34,1,1,1.0,0.083
random1913538,HAu₄₈N₂O,mp-1008634,Au,*NONH,N2 H1 O1,3.114,1,0,1.0,0.0
random1384897,Cu₈₀HN₂O,mp-1010136,Cu,*NONH,N2 H1 O1,2.228,2,2,1.0,0.05
random2265222,Ni₃₆C,mp-10257,Ni,*C*C,C2,-1.865,2,1,0.0,0.0
random677822,Ni₃₂N,mp-23,Ni,*N2,N2,-0.498,1,0,0.0,0.25
random1904698,Cu₇₂HN₂O,mp-989782,Cu,*NONH,N2 H1 O1,1.834,2,1,1.0,0.0
random930370,Cu₆₄H₃CO,mp-989782,Cu,*OCH3,C1 H3 O1,-1.007,1,0,0.0,0.0
random1267487,Ni₇₂H₄C₂O,mp-23,Ni,*COHCH3,C2 H4 O1,-3.331,2,1,0.0,0.083
random1468215,Ni₆₄H₃C₂,mp-1014111,Ni,*CHCH2,C2 H3,-3.419,2,0,1.0,0.5
random2077008,Ni₇₂HC₂O,mp-10257,Ni,*CCHO,C2 H1 O1,-2.062,2,1,0.0,0.0
random1852707,H₃(Pt₃₀C)₂,mp-126,Pt,*CHCH2,C2 H3,-2.693,2,2,1.0,0.05
random1783944,Cu₉₆H₃(CO)₂,mp-1120774,Cu,*COCH2OH,C2 H3 O2,-1.449,1,0,1.0,0.126
random1269626,Cu₉₆H₆C₂O,mp-30,Cu,*OHCH2CH3,C2 H6 O1,-3.837,1,1,0.0,0.125
random1562545,Cu₆₄NO₂,mp-989695,Cu,*NO2,N1 O2,3.802,1,0,1.0,0.208
random526263,Cu₄₈C,mp-30,Cu,*C*C,C2,0.35,1,1,1.0,0.167
random2011756,H₂Pt₃₀CO,mp-126,Pt,*OCH2CHOH,C2 H4 O2,-1.334,2,2,1.0,0.05
random1704744,HAu₂₄CO,mp-1008634,Au,*COCH2O,C2 H2 O2,-0.626,1,1,1.0,0.0
random1570393,H₃Au₄₈C₂O,mp-1008634,Au,*CHCHOH,C2 H3 O1,-1.511,1,1,1.0,0.0
random1227552,Ni₁₈H₂CO,mp-1014111,Ni,*COHCH2OH,C2 H4 O2,-2.88,2,1,0.0,0.167
random1519899,Ni₇₂NO₂,mp-10257,Ni,*NO2,N1 O2,3.081,2,1,0.0,0.167
random1558922,H₃(Pt₂₇C)₂,mp-126,Pt,*CCH3,C2 H3,-4.068,1,1,1.0,0.167
random654666,Ag₂₇C,mp-989737,Ag,*C*C,C2,0.327,2,0,-1.0,0.25
random1629737,HAu₉₆N₂O,mp-81,Au,*NONH,N2 H1 O1,3.349,2,1,1.0,0.062
random1320602,Cu₉₆C,mp-30,Cu,*C,C1,3.202,1,1,1.0,0.167
random1636682,Ni₃₂HCO,mp-1008728,Ni,*CHO*CHO,C2 H2 O2,-1.959,1,1,0.0,0.25
random1890634,Cu₉₆H₂CO,mp-989695,Cu,*CH2*O,C1 H2 O1,-0.397,2,2,1.0,0.031
random1378337,H₂Au₈₀C₂O,mp-1008634,Au,*CH*COH,C2 H2 O1,2.151,2,-1,2.0,0.2
random2156296,Ni₂₄C,mp-1094136,Ni,*C,C1,-2.479,2,-1,2.0,0.25
random2025830,Ni₃₂H₄C₂O,mp-1014111,Ni,*CHCH2OH,C2 H4 O1,-2.751,1,0,0.0,0.0
random785501,H₃(Pt₁₈C)₂,mp-126,Pt,*CHCH2,C2 H3,-2.872,1,0,0.0,0.25
random1006606,Ni₆₄H₅(CO)₂,mp-23,Ni,*CHOHCH2OH,C2 H5 O2,-2.39,1,0,0.0,0.25
random455078,H₅(Au₄₈C)₂,mp-81,Au,*CH2CH3,C2 H5,-2.723,2,1,1.0,0.062
random792025,Ag₃₆H₂O,mp-124,Ag,*OH2,H2 O1,-0.026,1,0,0.0,0.25
random2300928,Ni₃₂NO₂,mp-1014111,Ni,*NO2,N1 O2,3.107,1,0,1.0,0.5
random996221,H₄Au₁₈CN,mp-1008634,Au,*NH2N(CH3)2,C2 N2 H8,-3.871,2,0,1.0,0.0
random1759167,H₂Pt₆₀C₂O,mp-126,Pt,CH2*CO,C2 H2 O1,-3.039,2,2,1.0,0.05
random1973725,H₂Au₇₂N,mp-1008634,Au,*NH2,N1 H2,0.131,2,1,2.0,0.0
random528019,Ni₄₈O,mp-10257,Ni,*O,O1,0.291,1,1,0.0,0.25
random2428142,Ni₂₇N,mp-1008728,Ni,*N2,N2,-0.522,1,0,0.0,0.25
random2450145,Ni₆₄HO,mp-23,Ni,*OH,H1 O1,0.064,1,0,0.0,0.25
random1490689,Cu₇₂H₅C₂O,mp-989782,Cu,*CH2CH2OH,C2 H5 O1,-3.034,2,1,1.0,0.0
random742170,H₄Pt₇₂C₂O,mp-126,Pt,*COHCH3,C2 H4 O1,-3.774,1,1,0.0,0.125
random2023376,Cu₇₂C,mp-30,Cu,*C,C1,0.781,2,1,0.0,0.083
random2016847,Ni₇₂H₃C₂O,mp-1056486,Ni,*CHCHOH,C2 H3 O1,-2.65,2,1,0.0,0.083
random2196019,Cu₇₂H₃C₂O,mp-989782,Cu,*COCH3,C2 H3 O1,-2.529,2,1,2.0,0.167
random994306,Ni₄₈HC,mp-1056486,Ni,*CH*CH,C2 H2,-3.44,1,1,0.0,0.125
random556062,Cu₃₆HC,mp-989695,Cu,*CCH2,C2 H2,-1.542,2,1,2.0,0.028
random1976878,Cu₄₈H₆C₂O,mp-989695,Cu,*OHCH2CH3,C2 H6 O1,-3.761,2,-1,2.0,0.125
random546523,Ni₃₆NO,mp-1094136,Ni,*NO,N1 O1,3.623,2,1,1.0,0.0
random1328004,Ni₃₆H₃N,mp-1014111,Ni,*NH3,N1 H3,-1.919,2,1,0.0,0.167
random1869815,Cu₆₄HNO,mp-989782,Cu,*ONH,N1 H1 O1,2.89,2,0,1.0,0.0
random1928879,HPt₇₂NO₂,mp-126,Pt,*ONOH,N1 H1 O2,3.702,2,1,0.0,0.083
random1226251,Ni₆₄H₄C₂O,mp-10257,Ni,*OCHCH3,C2 H4 O1,-2.948,2,0,1.0,0.75
random638302,Cu₈₀H₂C₂O,mp-1010136,Cu,*CCHOH,C2 H2 O1,-1.165,2,2,1.0,0.05
random473048,Ni₂₄HC₂O,mp-1014111,Ni,*CHCO,C2 H1 O1,-2.475,1,1,1.0,0.0
random867328,Ni₃₂H₃C,mp-1014111,Ni,*CH3,C1 H3,-2.68,1,0,0.0,0.0
random2023704,Cu₁₂₈N₂O,mp-989695,Cu,*N*NO,N2 O1,3.024,2,0,1.0,0.146
random1188151,Ag₃₆HNO₂,mp-124,Ag,*ONOH,N1 H1 O2,3.723,1,0,0.0,0.25
random879025,Cu₆₄H₂C,mp-989695,Cu,*CH2,C1 H2,-0.62,1,0,1.0,0.208
random558686,Ag₇₂H₂N₂O,mp-989737,Ag,*ONNH2,N2 H2 O1,2.466,1,1,0.0,0.25
random1233778,Ni₄₈H₅C₂O,mp-1014111,Ni,*CHOHCH3,C2 H5 O1,-3.477,2,2,1.0,0.019
random1064894,Ag₃₀H₃C₂,mp-124,Ag,*CHCH2,C2 H3,-2.123,2,2,1.0,0.05
random78089,H₃Au₃₆N,mp-81,Au,*NH3,N1 H3,-1.138,1,0,0.0,0.25
random1395865,Ni₃₂H₄CN₂O,mp-1014111,Ni,*OHNNCH3,C1 N2 H4 O1,-2.791,1,0,1.0,0.5
random1196839,Ni₂₄H₂CO,mp-1094136,Ni,*CHOH,C1 H2 O1,-2.326,1,1,1.0,0.0
random1622715,Cu₆₄CN,mp-989782,Cu,*CN,C1 N1,-0.304,1,0,0.0,0.0
random1021488,Ag₄₈HNO₂,mp-124,Ag,*ONOH,N1 H1 O2,3.724,1,1,0.0,0.125
random502316,Cu₉₆H₃(CO)₂,mp-989782,Cu,*COCH2OH,C2 H3 O2,-1.065,1,0,2.0,0.0
random1788943,Cu₁₀₈H₂O,mp-1120774,Cu,*OH2,H2 O1,-0.2,2,1,0.0,0.056
random1401961,Cu₆₄H₃C₂O,mp-1010136,Cu,*COCH3,C2 H3 O1,-2.436,2,1,1.0,0.125
random1999407,Cu₇₂H₂CO,mp-989695,Cu,*CH2*O,C1 H2 O1,-0.658,2,1,1.0,0.069
random759448,Ag₉₆H₂CO,mp-124,Ag,*CH2*O,C1 H2 O1,-0.419,2,1,1.0,0.063
random1238724,Au₄₈NO₂,mp-1008634,Au,*NO2,N1 O2,4.305,1,0,1.0,0.0
random868920,Cu₆₄NO₂,mp-1010136,Cu,*NO2,N1 O2,3.651,1,0,1.0,0.25
random1958442,Ni₄₈N,mp-10257,Ni,*N,N1,-0.214,1,1,1.0,0.0
random626284,Cu₈₀H₄C₂O,mp-989782,Cu,*COHCH3,C2 H4 O1,-1.849,2,-1,2.0,0.0
random2297658,Ni₃₂HN,mp-10257,Ni,*NHNH,N2 H2,0.137,2,0,1.0,0.0
random908141,Cu₆₄H₃C₂,mp-1010136,Cu,*CCH3,C2 H3,-2.312,1,1,0.0,0.25
random2172417,Ag₁₀₈H₅(CO)₂,mp-989737,Ag,*CHOHCH2OH,C2 H5 O2,-1.567,1,1,1.0,0.028
random1419284,Ni₄₈H₃C₂O,mp-10257,Ni,*CCH2OH,C2 H3 O1,-2.888,1,1,1.0,0.0
random55337,Ag₃₀NO₃,mp-124,Ag,*NO3,N1 O3,5.419,2,2,1.0,0.05
random2185253,Ag₁₀₈H₃C₂O,mp-989737,Ag,*COCH3,C2 H3 O1,-2.177,2,-1,2.0,0.028
random800224,Ni₆₄HNO₂,mp-10257,Ni,*ONOH,N1 H1 O2,3.717,1,0,1.0,0.0
random1997657,Cu₇₂HN₂O,mp-989695,Cu,*NONH,N2 H1 O1,2.636,2,1,0.0,0.056
random1437066,Cu₃₂H₂CO,mp-989695,Cu,*CHOCH2OH,C2 H4 O2,-1.723,1,0,1.0,0.208
random1777027,Ni₇₂H₂N₂O,mp-10257,Ni,*ONNH2,N2 H2 O1,0.25,2,1,1.0,0.0
random1831854,Cu₇₂NO,mp-1010136,Cu,*NO,N1 O1,2.679,2,0,1.0,0.083
random1522568,HAu₃₆CO,mp-1008634,Au,*CHO*CHO,C2 H2 O2,-0.457,2,1,0.0,0.0
random1921202,Ni₃₆HCO,mp-1014111,Ni,*CHO,C1 H1 O1,-1.373,2,1,2.0,0.0
random480271,Ni₇₂H₂C₂O,mp-23,Ni,CH2*CO,C2 H2 O1,-2.859,2,1,0.0,0.083
random1701929,Ag₃₆H₂N,mp-124,Ag,*NH2,N1 H2,0.464,1,0,0.0,0.25
random847199,H₃Au₄₈NO,mp-1008634,Au,*OHNH2,N1 H3 O1,1.58,1,1,0.0,0.25
random1664843,Ni₃₂H₃(CO)₂,mp-1014111,Ni,*COHCHOH,C2 H3 O2,-2.288,1,0,1.0,0.5
random1362825,H₃Au₆₀N,mp-81,Au,*NH3,N1 H3,-0.888,2,2,1.0,0.05
random2253582,H₃Au₄₈CO,mp-1008634,Au,*OCH3,C1 H3 O1,-0.312,2,2,1.0,0.0
random1962174,Ag₁₀₈H₃C₂,mp-989737,Ag,*CCH3,C2 H3,-0.527,2,-1,2.0,0.028
random2128553,Ni₂₄H(CO)₂,mp-1094136,Ni,*COCHO,C2 H1 O2,-1.891,2,-1,2.0,0.0
random2134130,Cu₄₈H₂C₂O,mp-989782,Cu,*CH*COH,C2 H2 O1,1.2,2,2,1.0,0.0
random1655783,Ni₃₂N₂O,mp-1094136,Ni,*N*NO,N2 O1,1.6,1,0,1.0,0.0
random1499547,Au₇₂N₂O,mp-1008634,Au,*N*NO,N2 O1,2.691,2,1,1.0,0.0
random1901095,Ag₈₁HO,mp-989737,Ag,*OH,H1 O1,0.671,1,0,-1.0,0.056
random1069578,Ag₁₀₈C₂O,mp-989737,Ag,*CCO,C2 O1,-0.191,1,1,1.0,0.028
random1465171,Ni₆₄NO₃,mp-10257,Ni,*NO3,N1 O3,1.944,2,0,1.0,0.0
random2011626,Cu₈₀H₂C₂O,mp-1010136,Cu,*CH*COH,C2 H2 O1,1.622,2,2,1.0,0.05
random632550,H₂Au₄₈C,mp-1008634,Au,*CH2,C1 H2,-0.315,1,1,0.0,0.25
random996066,Cu₆₄H₂N,mp-1010136,Cu,*NH2,N1 H2,-0.297,1,0,1.0,0.25
random633062,Cu₂₄HCO,mp-989695,Cu,*CHO*CHO,C2 H2 O2,-1.377,1,1,1.0,0.062
random990229,Ni₆₄H₂C₂O,mp-10257,Ni,*CH*COH,C2 H2 O1,0.752,2,0,1.0,0.0
random1314631,Ni₆₄H₆C₂O,mp-10257,Ni,*OHCH2CH3,C2 H6 O1,-3.76,1,0,1.0,0.0
random1218810,Cu₆₄H₆C₂N₂O,mp-1010136,Cu,*ONN(CH3)2,C2 N2 H6 O1,-1.626,1,1,0.0,0.25
random516670,Cu₄₈H₄CN₂O,mp-989782,Cu,*OHNNCH3,C1 N2 H4 O1,-1.148,1,1,0.0,0.25
random1275071,Ni₄₈H₃C₂O,mp-1094136,Ni,*CHCHOH,C2 H3 O1,-5.232,2,2,1.0,0.019
random2161139,Cu₆₄H₆C₂O,mp-1010136,Cu,*OHCH2CH3,C2 H6 O1,-3.749,1,0,1.0,0.25
random1435829,Cu₈₀H₂C₂O,mp-1010136,Cu,*CCHOH,C2 H2 O1,-1.431,2,1,2.0,0.05
random7966,H₃(Au₂₄C)₂,mp-1008634,Au,*CHCH2,C2 H3,-2.312,1,1,0.0,0.25
random120792,Ni₂₄O,mp-1014111,Ni,*O,O1,0.056,1,1,0.0,0.25
random1914461,Ag₈₁H₄(CO)₂,mp-989737,Ag,*OCH2CHOH,C2 H4 O2,-1.227,1,0,0.0,0.167
random1709636,Cu₆₄H₅(CO)₂,mp-989695,Cu,*CHOHCH2OH,C2 H5 O2,-1.238,1,0,1.0,0.208
random294870,HAu₂₄CO,mp-81,Au,*COHCOH,C2 H2 O2,0.76,1,1,0.0,0.125
random1495788,Cu₉₆H₄C₂O,mp-1120774,Cu,*CHOHCH2,C2 H4 O1,-2.817,1,0,1.0,0.126
random1624877,Ni₉₆H₆C₂O,mp-1056486,Ni,*OHCH2CH3,C2 H6 O1,-4.153,1,1,0.0,0.125
random1212033,Cu₇₂H₃(CO)₂,mp-989695,Cu,*COHCHOH,C2 H3 O2,-0.838,2,1,1.0,0.069
random1276107,Cu₄₈H₂CO,mp-989695,Cu,*OCH2CHOH,C2 H4 O2,-1.244,2,2,1.0,0.031
random2202532,Pt₆₀C₂O,mp-126,Pt,*CCO,C2 O1,-1.435,2,2,1.0,0.05
random1774223,Cu₉₆H₃CO,mp-1120774,Cu,*OCH3,C1 H3 O1,-1.131,0,0,1.0,0.332
random507880,Ni₇₂H₂O,mp-1056486,Ni,*OH2,H2 O1,-0.433,2,1,0.0,0.083
random1497698,Cu₆₄N₂O,mp-1010136,Cu,*N*NO,N2 O1,3.281,2,1,1.0,0.125
random932775,Ni₆₄H₂N₂O,mp-23,Ni,*ONNH2,N2 H2 O1,0.077,1,0,0.0,0.25
random2486224,H₂Pt₃₆C₂O,mp-126,Pt,CH2*CO,C2 H2 O1,-1.864,1,0,0.0,0.25
random1405929,Cu₉₆H₃(CO)₂,mp-30,Cu,*CHOCHOH,C2 H3 O2,-0.913,1,1,0.0,0.125
random1224785,Au₇₂NO₃,mp-1008634,Au,*NO3,N1 O3,6.81,2,1,2.0,0.0
random1405918,Ni₁₆HC,mp-1014111,Ni,*CCH2,C2 H2,-3.176,1,0,1.0,0.5
random1268321,Cu₄₈H(CO)₂,mp-989782,Cu,*COCHO,C2 H1 O2,-0.689,2,2,1.0,0.0
random1866000,Ni₉₆H₄C₂O,mp-10257,Ni,*CHOHCH2,C2 H4 O1,-3.94,1,0,2.0,0.0
random1907104,Cu₃₆H₂CO,mp-989782,Cu,*CHOCH2OH,C2 H4 O2,-1.99,2,1,1.0,0.167
random361406,Cu₂₄H₂CO,mp-989782,Cu,*COHCH2OH,C2 H4 O2,-1.258,1,1,0.0,0.25
random1873483,Ag₈₁CN,mp-989737,Ag,*CN,C1 N1,-0.516,1,0,-1.0,0.056
random853087,Ni₄₈H₄CO,mp-10257,Ni,*OHCH3,C1 H4 O1,-2.0,1,1,1.0,0.0
random2436970,Ag₃₆HN,mp-989737,Ag,*NHNH,N2 H2,1.426,1,1,0.0,0.25
random2094772,Cu₆₄H₆C₂N₂O,mp-989695,Cu,*ONN(CH3)2,C2 N2 H6 O1,-1.175,1,0,1.0,0.458
random2209370,Cu₄₈CN,mp-989695,Cu,*CN,C1 N1,-0.805,2,-1,2.0,0.125
random2125807,Cu₈₀H₃C₂,mp-989782,Cu,*CHCH2,C2 H3,-2.133,2,-1,2.0,0.0
random1322101,Cu₇₂N,mp-989695,Cu,*N,N1,1.3,2,1,2.0,0.167
random1808792,Cu₃₆NO₂,mp-1120774,Cu,*NO2NO2,N2 O4,6.532,1,1,1.0,0.166
random2044886,Cu₇₂H₃NO,mp-989782,Cu,*OHNH2,N1 H3 O1,1.04,2,1,1.0,0.167
random1200596,Cu₇₂O,mp-989695,Cu,*O,O1,1.142,2,1,0.0,0.056
random587003,Cu₇₂H₆C₂N₂O,mp-30,Cu,*ONN(CH3)2,C2 N2 H6 O1,-1.43,2,1,0.0,0.083
random2091060,Ni₇₂H₃NO,mp-23,Ni,*OHNH2,N1 H3 O1,-0.741,2,1,0.0,0.083
random2404748,Ni₂₄H₄CO,mp-1014111,Ni,*OHCH3,C1 H4 O1,-1.996,1,1,1.0,0.0
random1961283,Ag₁₀₈HNO,mp-989737,Ag,*ONH,N1 H1 O1,2.894,2,-1,2.0,0.028
random1459567,Ni₇₂NO,mp-23,Ni,*NO,N1 O1,1.282,2,1,0.0,0.083
random1349032,Cu₁₀₈H₂C,mp-1120774,Cu,*CH2,C1 H2,-1.116,2,1,1.0,0.167
random1506998,Cu₇₂H₃CO,mp-1120774,Cu,*OCH3,C1 H3 O1,-1.342,1,1,0.0,0.25
random1318175,Ni₂₄H₄CO,mp-1094136,Ni,*OHCH3,C1 H4 O1,-2.523,2,-1,2.0,0.25
random1712601,Au₇₂N,mp-1008634,Au,*N,N1,2.903,2,1,1.0,0.167
random556436,Cu₁₂₈HNO₂,mp-989695,Cu,*ONOH,N1 H1 O2,3.72,2,0,1.0,0.146
random566148,H₂Au₄₈O,mp-81,Au,*OH2,H2 O1,-0.041,1,1,0.0,0.125
random695247,Ni₃₂H₄C₂O,mp-1014111,Ni,*COHCH3,C2 H4 O1,-2.877,1,0,0.0,0.0
random1026076,Cu₈₀H₃C,mp-1010136,Cu,*CH3,C1 H3,-1.824,2,2,1.0,0.05
random438354,Cu₆₄H₃C₂,mp-989782,Cu,*CCH3,C2 H3,-1.983,2,0,1.0,0.0
random1522797,HPt₅₄C,mp-126,Pt,*CH,C1 H1,-1.724,1,1,1.0,0.167
random1855309,Ni₃₆HCO,mp-1056486,Ni,*CHO*CHO,C2 H2 O2,-2.351,2,1,0.0,0.083
random1280454,HAu₄₈C₂O,mp-1008634,Au,*CCHO,C2 H1 O1,-0.196,1,0,1.0,0.0
random972288,Ag₅₄HCO,mp-989737,Ag,*COHCOH,C2 H2 O2,0.778,1,1,1.0,0.028
random2421935,H₂Au₃₀CO,mp-81,Au,*CHOHCHOH,C2 H4 O2,-0.727,2,2,1.0,0.05
random738516,Cu₇₂H₂C₂O,mp-1120774,Cu,*CHCHO,C2 H2 O1,-2.498,2,-1,2.0,0.0
random2126781,Ag₅₄O,mp-989737,Ag,*O,O1,1.944,1,0,-2.0,0.222
random965758,Cu₉₆H₂C,mp-30,Cu,*CH2,C1 H2,-0.571,1,1,1.0,0.167
random174867,H₃(Au₂₄C)₂,mp-1008634,Au,*CHCH2,C2 H3,-2.231,1,1,0.0,0.25
random1410589,Ni₆₄HC₂,mp-23,Ni,*CCH,C2 H1,-3.221,1,0,0.0,0.25
random1063854,Ni₃₆HN,mp-1014111,Ni,*NH,N1 H1,4.99,2,1,2.0,0.0
random1264106,Cu₃₆HCO,mp-30,Cu,*COHCHO,C2 H2 O2,-0.864,2,1,0.0,0.083
random2159903,Cu₆₄H₃CO,mp-989782,Cu,*CH2OH,C1 H3 O1,-0.651,2,0,1.0,0.0
random572736,Ni₇₂N₂O,mp-10257,Ni,*N*NO,N2 O1,0.381,2,1,0.0,0.167
random1402800,HAu₈₀O,mp-1008634,Au,*OH,H1 O1,0.893,2,-1,2.0,0.2
random515080,Cu₉₆H₄C₂O,mp-1120774,Cu,*CHCH2OH,C2 H4 O1,-2.377,1,0,1.0,0.126
random1063535,Cu₇₂HC₂O,mp-989695,Cu,*CCHO,C2 H1 O1,-1.042,2,1,0.0,0.056
random1249552,Cu₄₈HCO,mp-1120774,Cu,*COCH2O,C2 H2 O2,-1.346,1,0,1.0,0.126
random959511,Cu₉₆O,mp-989695,Cu,*O,O1,1.27,2,2,1.0,0.031
random2264642,Cu₃₂HC,mp-989695,Cu,*CCH2,C2 H2,-1.56,1,0,1.0,0.208
random1332607,Ni₆₄H₄C₂O,mp-10257,Ni,*CHCH2OH,C2 H4 O1,-2.731,1,0,1.0,0.0
random2123734,Cu₃₆HCO,mp-1120774,Cu,*COHCHO,C2 H2 O2,-1.11,2,-1,2.0,0.0
random1566870,Ag₃₀H₅C₂,mp-124,Ag,*CH2CH3,C2 H5,-3.232,2,2,1.0,0.05
random512889,Cu₂₄HCO,mp-1010136,Cu,*CHO*CHO,C2 H2 O2,-1.663,1,1,1.0,0.083
random2283821,H₃Au₆₀NO,mp-81,Au,*OHNH2,N1 H3 O1,1.594,2,2,1.0,0.05
random2445843,Ag₂₄H₂CO,mp-124,Ag,*OCH2CHOH,C2 H4 O2,-0.136,1,1,0.0,0.125
random1222564,H₃Au₇₂(CO)₂,mp-1008634,Au,*COHCHOH,C2 H3 O2,-0.591,1,0,2.0,0.167
random567795,Ni₆₄H₃N,mp-23,Ni,*NH3,N1 H3,-1.566,1,0,0.0,0.25
random1476390,Cu₉₆NO₂,mp-30,Cu,*NO2,N1 O2,3.77,1,1,0.0,0.125
random1448265,Ni₃₂H₄CN,mp-10257,Ni,*NH2N(CH3)2,C2 N2 H8,-3.804,1,0,1.0,0.0
random2112782,Cu₈₀H₂CO,mp-1010136,Cu,*CHOH,C1 H2 O1,0.118,2,1,2.0,0.05
random662088,Ni₆₄H,mp-10257,Ni,*H,H1,-0.524,2,0,1.0,0.0
random1750562,Ag₁₀₈H₂C,mp-989737,Ag,*CH2,C1 H2,0.208,1,1,1.0,0.028
random1190165,Cu₇₂HN₂O,mp-1010136,Cu,*NONH,N2 H1 O1,3.359,2,0,1.0,0.083
random1876917,Ni₆₄HNO,mp-10257,Ni,*ONH,N1 H1 O1,2.4,2,0,1.0,0.0
random920859,Cu₇₂HN₂O,mp-1010136,Cu,*NONH,N2 H1 O1,2.312,2,0,1.0,0.083
random746035,Cu₇₂NO₂,mp-1120774,Cu,*NO2,N1 O2,3.115,2,-1,2.0,0.084
random1986592,Ag₅₄H₃C₂O,mp-989737,Ag,*CCH2OH,C2 H3 O1,0.104,1,0,-2.0,0.222
random1266363,Ag₉₆HC₂,mp-124,Ag,*CCH,C2 H1,-0.321,2,1,1.0,0.063
random2129906,Cu₆₄C,mp-30,Cu,*C,C1,1.954,1,0,0.0,0.25
random927981,Ni₅₄H,mp-1008728,Ni,*H,H1,-0.361,1,0,0.0,0.25
random1044471,Cu₇₂HC,mp-30,Cu,*CH,C1 H1,-0.132,2,1,0.0,0.083
random1591817,Ag₃₆HC₂O,mp-124,Ag,*CCHO,C2 H1 O1,1.696,1,0,0.0,0.25
random204636,HAu₃₆N₂O,mp-81,Au,*NONH,N2 H1 O1,2.902,1,0,0.0,0.25
random1659287,Cu₆₄C,mp-989782,Cu,*C,C1,1.907,1,0,0.0,0.5
random2069616,Ni₇₂H₂C₂O,mp-1056486,Ni,*CCHOH,C2 H2 O1,-1.829,2,1,0.0,0.083
random2076110,Cu₆₄N,mp-1010136,Cu,*N,N1,1.529,2,1,1.0,0.125
random876769,Ni₆₄O,mp-23,Ni,*O,O1,0.562,1,0,0.0,0.25
random1565541,Pt₃₆N,mp-126,Pt,*N2,N2,-0.622,2,1,0.0,0.083
random1276601,Ag₁₀₈HCO,mp-989737,Ag,*CHO,C1 H1 O1,0.245,1,1,1.0,0.083
random2010552,Ni₃₆H₅C₂O,mp-1094136,Ni,*CHOHCH3,C2 H5 O1,-4.853,2,1,1.0,0.0
random1510334,H₂Pt₇₂C₂O,mp-126,Pt,*CH*COH,C2 H2 O1,1.259,1,1,0.0,0.125
random1357388,Ni₆₄H₆C₂O,mp-1094136,Ni,*OHCH2CH3,C2 H6 O1,-3.538,2,0,1.0,0.0
